symbol,timestamp_utc,air_temp_3m,rel_hum_3m,wind_spd_avg,wind_spd_max,wind_direction,sw_rad_in,battv_min
CAAM,2026-04-22 08:30:00+00,-27.88,71.49,0.645,1.705,300.7,0.001,12.71
CAAM,2026-04-22 08:15:00+00,-27.58,71.08,1.376,2.254,311.3,0.001,12.72
CAAM,2026-04-22 08:00:00+00,-27.73,72.4,1.445,2.646,315.1,0.002,12.72
CAAM,2026-04-22 07:45:00+00,-28.39,72.68,1.34,2.724,309.1,0.001,12.72
CAAM,2026-04-22 07:30:00+00,-28.52,71.88,1.58,2.254,308.8,0.001,12.72
CAAM,2026-04-22 07:15:00+00,-28.63,72.92,1.549,2.156,309.9,0.0,12.72
CAAM,2026-04-22 07:00:00+00,-28.87,71.1,0.73,2.195,305.3,0.001,12.72
CAAM,2026-04-22 06:45:00+00,-28.48,72.65,1.356,1.96,308.5,0.001,12.72
CAAM,2026-04-22 06:30:00+00,-28.42,72.23,1.727,2.92,308.5,0.002,12.72
CAAM,2026-04-22 06:15:00+00,-28.63,72.15,1.638,2.43,311.4,0.001,12.73
CAAM,2026-04-22 06:00:00+00,-27.61,72.24,1.79,2.999,312.3,0.002,12.72
CAAM,2026-04-22 05:45:00+00,-28.32,72.9,1.792,2.646,313.7,0.002,12.72
CAAM,2026-04-22 05:30:00+00,-29.4,71.7,1.565,3.136,310.2,0.004,12.73
CAAM,2026-04-22 05:15:00+00,-27.85,71.88,1.606,2.607,314.1,0.03,12.73
CAAM,2026-04-22 05:00:00+00,-27.67,71.61,0.725,1.823,304.0,0.102,12.73
CAAM,2026-04-22 04:45:00+00,-27.51,70.96,0.872,1.764,311.4,0.256,12.74
CAAM,2026-04-22 04:30:00+00,-27.55,71.06,1.263,2.078,313.1,0.573,12.74
CAAM,2026-04-22 04:15:00+00,-27.77,72.55,1.306,2.078,312.9,1.119,12.74
CAAM,2026-04-22 04:00:00+00,-28.84,73.65,0.556,1.078,314.6,1.855,12.75
CAAM,2026-04-22 03:45:00+00,-28.77,69.92,0.979,2.293,309.7,2.7,12.75
CAAM,2026-04-22 03:30:00+00,-27.88,72.05,0.862,1.803,311.5,3.618,12.75
CAAM,2026-04-22 03:15:00+00,-28.33,72.24,0.731,2.078,313.3,4.606,12.76
CAAM,2026-04-22 03:00:00+00,-28.24,69.67,1.261,2.411,305.8,5.611,12.76
CAAM,2026-04-22 02:45:00+00,-27.12,69.85,1.195,1.784,308.5,6.516,12.76
CAAM,2026-04-22 02:30:00+00,-27.1,70.7,1.235,1.862,313.7,7.311,12.77
CAAM,2026-04-22 02:15:00+00,-27.4,70.45,1.042,1.607,311.3,7.969,12.77
CAAM,2026-04-22 02:00:00+00,-27.82,70.74,1.4,2.293,311.3,8.51,12.77
CAAM,2026-04-22 01:45:00+00,-27.5,71.2,1.341,2.097,314.8,8.92,12.77
CAAM,2026-04-22 01:30:00+00,-27.74,71.75,1.137,2.156,321.4,9.18,12.77
CAAM,2026-04-22 01:15:00+00,-27.93,70.69,0.417,1.156,130.8,9.31,12.76
CAAM,2026-04-22 01:00:00+00,-27.33,69.99,0.326,1.196,314.1,9.3,12.76
CAAM,2026-04-22 00:45:00+00,-27.15,68.02,0.824,1.627,311.9,9.15,12.76
CAAM,2026-04-22 00:30:00+00,-27.25,70.67,1.16,1.725,317.1,8.86,12.74
CAAM,2026-04-22 00:15:00+00,-27.68,71.69,1.248,2.117,309.7,8.4,12.74
