symbol,timestamp_utc,air_temp_3m,rel_hum_3m,wind_spd_avg,wind_spd_max,wind_direction,barom_pres,sw_rad_in,battv_min
HO2M,2026-04-07 21:30:00+00,-23.4,65.45,1.018656,2.628288,7.186,981.7057,8.91,12.8
HO2M,2026-04-07 21:15:00+00,-23.22,63.75,1.6776719,4.152384,352.9,981.7352,6.75,12.8
HO2M,2026-04-07 21:00:00+00,-21.92,61.64,3.627504,5.6764803,18.16,981.6926,4.6,12.8
HO2M,2026-04-07 20:45:00+00,-23.15,63.91,1.9381679,3.734424,345.5,981.7314,2.955,12.8
HO2M,2026-04-07 20:30:00+00,-22.42,64.24,4.197096,5.866992,13.41,981.7531,1.728,12.8
HO2M,2026-04-07 20:15:00+00,-22.35,61.07,1.502712,3.277584,325.6,981.783,0.896,12.8
HO2M,2026-04-07 20:00:00+00,-21.67,61.98,3.213432,4.7239203,0.645,981.7519,0.38,12.8
HO2M,2026-04-07 19:45:00+00,-21.71,59.14,1.384128,2.706048,96.5,981.6832,0.126,12.8
HO2M,2026-04-07 19:30:00+00,-21.32,59.16,3.240648,5.1049438,20.94,981.7113,0.038,12.8
HO2M,2026-04-07 19:15:00+00,-21.47,60.55,1.7495999,3.468096,8.36,981.7117,0.008,12.8
HO2M,2026-04-07 19:00:00+00,-21.11,61.33,0.808704,2.781864,211.7,981.7598,0.005,12.8
HO2M,2026-04-07 18:45:00+00,-20.68,58.55,3.203712,5.1049438,38.05,981.66,0.003,12.8
HO2M,2026-04-07 18:30:00+00,-20.84,60.17,2.55636,5.1049438,28.55,981.7273,0.001,12.8
HO2M,2026-04-07 18:15:00+00,-21,59.78,3.020976,5.410152,36.82,981.8402,0.002,12.8
HO2M,2026-04-07 18:00:00+00,-21.13,62.85,2.912112,4.914432,18.7,981.8273,0.002,12.8
HO2M,2026-04-07 17:45:00+00,-21.4,64.12,1.640736,3.199824,52.36,981.6976,0.002,12.81
HO2M,2026-04-07 17:30:00+00,-21.47,64.81,3.46032,5.866992,19.72,981.5719,0.002,12.81
HO2M,2026-04-07 17:15:00+00,-21.54,62.71,1.978992,4.7239203,16.28,981.5839,0.004,12.81
HO2M,2026-04-07 17:00:00+00,-21.01,61.38,2.725488,5.1438236,15.43,981.69,0.001,12.81
